probe,associate,associatecont,Meaning_R1,Meaning_BestGuess_R1,Meaning_R2,Meaning_BestGuess_R2,Comment_R1,Comment_R2,Agreement,CertainAgreement,CertainOrUncertainAgreement
shy,friendly,,1,1,1,1,,,1,1,1
shy,outgoing,,1,1,1,1,,,1,1,1
shy,bold,,1,1,1,1,,,1,1,1
shy,afraid,,1,1,1,1,,,1,1,1
shy,timid,,1,1,1,1,,,1,1,1
shy,boring,,1,1,1,1,,,1,1,1
shy,coy,,1,1,1,1,,,1,1,1
shy,scared,,1,1,1,1,,,1,1,1
shy,bashful,,1,1,1,1,,,1,1,1
shy,introvert,,1,1,1,1,,,1,1,1
shy,loud,,1,1,1,1,,,1,1,1
sin,wrong,,1,1,1,1,,,1,1,1
sin,lie,,1,1,1,1,,,1,1,1
sin,priest,,1,1,1,1,,,1,1,1
sin,mistake,,1,1,1,1,,,1,1,1
sin,evil,,1,1,1,1,,,1,1,1
sin,god,,1,1,1,1,,,1,1,1
sin,punish,,1,1,1,1,,,1,1,1
sin,church,,1,1,1,1,,,1,1,1
sin,confession,,1,1,1,1,,,1,1,1
sin,hell,,1,1,1,1,,,1,1,1
sin,bad,,1,1,1,1,,,1,1,1
sin,repent,,1,1,1,1,,,1,1,1
sin,forgive,,1,1,1,1,,,1,1,1
size,huge,,1,1,1,1,,,1,1,1
size,length,,1,1,1,1,,,1,1,1
size,large,,1,1,1,1,,,1,1,1
size,weight,,1,1,1,1,,,1,1,1
size,clothes,,1,1,1,1,,,1,1,1
size,shape,,1,1,1,1,,,1,1,1
size,big,,1,1,1,1,,,1,1,1
size,height,,1,1,1,1,,,1,1,1
size,quantity,,1,1,1,1,,,1,1,1
size,small,,1,1,1,1,,,1,1,1
size,seven,,1,1,1,1,,,1,1,1
skate,rat,,?1,1,1,1,,,0,,1
skate,stingray,,2,2,2,2,,,1,1,1
skate,ice,,1,1,1,1,,,1,1,1
skate,skateboard,,1,1,1,1,,,1,1,1
skate,fall,,1,1,1,1,,,1,1,1
skate,ride,,1,1,1,1,,,1,1,1
skate,glide,,1,1,1,1,,,1,1,1
skate,rink,,1,1,1,1,,,1,1,1
skate,ski,,1,1,1,1,,,1,1,1
skate,speed,,1,1,1,1,,,1,1,1
skate,board,,1,1,1,1,,,1,1,1
skate,roller,,1,1,1,1,,,1,1,1
skate,slide,,1,1,1,1,,,1,1,1
skate,roll,,1,1,1,1,,,1,1,1
slick,shine,,1,1,?1,1,could also be 2,,0,,1
slick,grease,,1,1,?1,1,could also be 2,,0,,1
slick,cool,,2,2,1,1,,,0,,0
slick,rick,,1,1,-,,,,0,,0
slick,oil,,1,1,1,1,,,1,1,1
slick,slimy,,1,1,1,1,,,1,1,1
slick,fall,,1,1,1,1,,,1,1,1
slick,ice,,1,1,1,1,,,1,1,1
slick,sly,,1,1,1,1,,,1,1,1
slick,hair,,1,1,1,1,,association unclear. not in def.,1,1,1
slick,slippery,,1,1,1,1,,,1,1,1
slick,smooth,,1,1,1,1,,,1,1,1
slick,wet,,1,1,1,1,,,1,1,1
sling,throw,,1,1,1,1,,,1,1,1
sling,shit,,1,1,1,1,,,1,1,1
sling,broken,,1,1,1,1,,,1,1,1
sling,arm,,1,1,1,1,,,1,1,1
sling,cast,,1,1,1,1,,,1,1,1
sling,injury,,1,1,1,1,,,1,1,1
sling,rock,,1,1,1,1,,,1,1,1
sling,stones,,1,1,1,1,,,1,1,1
sling,support,,1,1,1,1,,,1,1,1
sling,swing,,1,1,1,1,,,1,1,1
sling,shot,,1,1,1,1,,,1,1,1
sling,mud,,1,1,1,1,,,1,1,1
slip,wet,,1,1,1,1,,,1,1,1
slip,skirt,,1,1,1,1,,,1,1,1
slip,fall,,1,1,1,1,,,1,1,1
slip,dress,,1,1,1,1,,,1,1,1
slip,slide,,1,1,1,1,,,1,1,1
slip,banana,,1,1,1,1,,,1,1,1
slip,away,,1,1,1,1,,,1,1,1
slip,tongue,,1,1,1,1,,,1,1,1
slug,salt,,?1,1,1,1,,,0,,1
slug,bullet,,2,2,1,1,,,0,,0
slug,punch,,2,2,2,2,,,1,1,1
slug,hit,,2,2,2,2,,,1,1,1
slug,snail,,1,1,1,1,,,1,1,1
slug,leech,,1,1,1,1,,,1,1,1
slug,dirty,,1,1,1,1,,,1,1,1
slug,bug,,1,1,1,1,,,1,1,1
slug,gross,,1,1,1,1,,,1,1,1
slug,slimy,,1,1,1,1,,,1,1,1
slug,insect,,1,1,1,1,,,1,1,1
slug,suck,,1,1,1,1,,,1,1,1
slug,slow,,1,1,1,1,,,1,1,1
slug,worm,,1,1,1,1,,,1,1,1
slug,slime,,1,1,1,1,,,1,1,1
smelt,felt,,?1,1,-,,"Neither, just a rhyme word",,0,,0
smelt,delt,,3,3,-,,,,0,,0
smelt,scent,,3,3,3,3,,,1,1,1
smelt,smell,,3,3,3,3,,association unclear,1,1,1
smelt,bad,,3,3,3,3,,,1,1,1
smelt,aroma,,3,3,3,3,,,1,1,1
smelt,odor,,3,3,3,3,,,1,1,1
smelt,nose,,3,3,3,3,,,1,1,1
smelt,fish,,2,2,2,2,,,1,1,1
smelt,iron,,1,1,1,1,,,1,1,1
smelt,steel,,1,1,1,1,,,1,1,1
smelt,mold,,1,1,1,1,,,1,1,1
smelt,burn,,1,1,1,1,,,1,1,1
smelt,melt,,1,1,1,1,,,1,1,1
smelt,heat,,1,1,1,1,,,1,1,1
smelt,metal,,1,1,1,1,,not sure what smelt delt is,1,1,1
sock,hose,,?1,1,1,1,,,0,,1
sock,punch,,2,2,2,2,,,1,1,1
sock,hit,,2,2,2,2,,,1,1,1
sock,stocking,,1,1,1,1,,,1,1,1
sock,foot,,1,1,1,1,,,1,1,1
sock,shoe,,1,1,1,1,,,1,1,1
sock,hop,,1,1,1,1,,,1,1,1
sock,sneaker,,1,1,1,1,,,1,1,1
soil,dirt,,1,1,1,1,,,1,1,1
soil,ground,,1,1,1,1,,,1,1,1
soil,plant,,1,1,1,1,,,1,1,1
soil,farm,,1,1,1,1,,,1,1,1
soil,earth,,1,1,1,1,,,1,1,1
soil,grass,,1,1,1,1,,,1,1,1
sole,fish,,3,3,3,3,,,1,1,1
sole,heel,,2,2,2,2,,,1,1,1
sole,foot,,2,2,2,2,,,1,1,1
sole,shoes,,2,2,2,2,,,1,1,1
sole,one,,1,1,1,1,,,1,1,1
sole,alone,,1,1,1,1,,,1,1,1
sole,only,,1,1,1,1,,,1,1,1
sole,single,,1,1,1,1,,,1,1,1
sole,owner,,1,1,1,1,,,1,1,1
sow,sew,,?1,1,-,,Neither; rhyme word,,0,,0
sow,fabric,,?1,1,-,,"Confused for ""sew""",,0,,0
sow,pig,,2,2,2,2,,,1,1,1
sow,cow,,2,2,2,2,,not in def.,1,1,1
sow,hog,,2,2,2,2,,,1,1,1
sow,fat,,2,2,2,2,,,1,1,1
sow,seed,,1,1,1,1,,,1,1,1
sow,oats,,1,1,1,1,,,1,1,1
sow,garden,,1,1,1,1,,,1,1,1
sow,dirt,,1,1,1,1,,,1,1,1
sow,plow,,1,1,1,1,,,1,1,1
sow,farm,,1,1,1,1,,,1,1,1
sow,soil,,1,1,1,1,,not in def. no association?,1,1,1
sow,plant,,1,1,1,1,,,1,1,1
sow,reap,,1,1,1,1,,,1,1,1
spade,ace,,2,2,1,1,,not in def.,0,,0
spade,neutered,,1,1,-,,,,0,,0
spade,dog,,1,1,-,,,,0,,0
spade,heart,,2,2,2,2,,not in def.,1,1,1
spade,cards,,2,2,2,2,,,1,1,1
spade,diamond,,2,2,2,2,,,1,1,1
spade,black,,2,2,2,2,,,1,1,1
spade,dig,,1,1,1,1,,,1,1,1
spade,shovel,,1,1,1,1,,,1,1,1
spade,garden,,1,1,1,1,,,1,1,1
spade,dirt,,1,1,1,1,,,1,1,1
spade,tool,,1,1,1,1,,,1,1,1
spade,hoe,,1,1,?2,2,,,0,,0
span,vast,,1,1,1,1,,,1,1,1
span,globe,,1,1,1,1,,,1,1,1
span,length,,1,1,1,1,,,1,1,1
span,bridge,,1,1,1,1,,,1,1,1
span,cross,,1,1,1,1,,,1,1,1
span,lifetime,,1,1,1,1,,,1,1,1
span,life,,1,1,1,1,,,1,1,1
span,spic,,1,1,1,1,,,1,1,1
span,time,,1,1,1,1,,,1,1,1
span,distance,,1,1,1,1,,,1,1,1
span,wide,,1,1,1,1,,,1,1,1
span,attention,,1,1,1,1,,,1,1,1
spank,whip,,1,1,1,1,,,1,1,1
spank,punish,,1,1,1,1,,,1,1,1
spank,hurt,,1,1,1,1,,,1,1,1
spank,beat,,1,1,1,1,,,1,1,1
spank,naughty,,1,1,1,1,,,1,1,1
spank,hit,,1,1,1,1,,,1,1,1
spank,child,,1,1,1,1,,,1,1,1
spank,kid,,1,1,1,1,,,1,1,1
spank,scold,,1,1,1,1,,,1,1,1
spank,slap,,1,1,1,1,,,1,1,1
spank,cry,,1,1,1,1,,,1,1,1
spank,discipline,,1,1,1,1,,,1,1,1
spank,reprimand,,1,1,1,1,,,1,1,1
spank,paddle,,1,1,1,1,,,1,1,1
spank,bad,,1,1,1,1,,,1,1,1
spank,ouch,,1,1,1,1,,,1,1,1
spank,father,,1,1,1,1,,,1,1,1
spank,pain,,1,1,1,1,,,1,1,1
spank,wrong,,1,1,1,1,,,1,1,1
spell,bound,,2,2,3,3,,,0,,0
spell,words,,1,1,2,2,,,0,,0
spell,word,,1,1,2,2,,,0,,0
spell,magic,,2,2,2,2,,,1,1,1
spell,witch,,2,2,2,2,,,1,1,1
spell,wrong,,1,1,1,1,,,1,1,1
spell,read,,1,1,1,1,,,1,1,1
spell,write,,1,1,1,1,,,1,1,1
spell,grammar,,1,1,1,1,,,1,1,1
spell,misspell,,1,1,1,1,,,1,1,1
spell,speak,,1,1,1,1,,,1,1,1
spell,explain,,1,1,1,1,,,1,1,1
spell,school,,1,1,1,1,,,1,1,1
spell,letter,,1,1,1,1,,,1,1,1
spell,bee,,1,1,1,1,,,1,1,1
spell,error,,1,1,1,1,,,1,1,1
spell,english,,1,1,1,1,,,1,1,1
spell,correct,,1,1,1,1,,,1,1,1
spell,can,t,1,1,1,1,,,1,1,1
spell,dictionary,,1,1,1,1,,,1,1,1
spell,bad,,1,1,?2,2,,,0,,0
spike,lee,,?1,1,-,,Neither; referring to a person,,0,,0
spike,movie,,?1,1,-,,Neither; referring to a movie?,not in def.,0,,0
spike,football,,?1,1,1,1,Association football with volleyball?,not in def.,0,,1
spike,dog,,?1,1,1,1,Neither; referring to a name?,,0,,1
spike,baseball,,?1,1,1,1,Association baseball with volleyball?,,0,,1
spike,golf,,?1,1,1,1,Association golf with volleyball?,,0,,1
spike,point,,1,1,1,1,,,1,1,1
spike,cleat,,1,1,1,1,,,1,1,1
spike,shoes,,1,1,1,1,,,1,1,1
spike,heel,,1,1,1,1,,,1,1,1
spike,ball,,1,1,1,1,,,1,1,1
spike,hit,,1,1,1,1,,,1,1,1
spike,sharp,,1,1,1,1,,,1,1,1
spike,stab,,1,1,1,1,,,1,1,1
spike,tire,,1,1,1,1,,,1,1,1
spike,drink,,1,1,1,1,,,1,1,1
spike,railroad,,1,1,1,1,,,1,1,1
spike,bike,,1,1,1,1,,,1,1,1
spike,hole,,1,1,1,1,,,1,1,1
spike,hair,,1,1,1,1,,,1,1,1
spike,volleyball,,1,1,1,1,,,1,1,1
spike,hammer,,1,1,1,1,,,1,1,1
spike,nail,,1,1,1,1,,,1,1,1
spill,overflow,,1,1,1,1,,,1,1,1
spill,drink,,1,1,1,1,,,1,1,1
spill,clean,,1,1,1,1,,,1,1,1
spill,leak,,1,1,1,1,,,1,1,1
spill,towel,,1,1,1,1,,,1,1,1
spill,mess,,1,1,1,1,,,1,1,1
spill,accident,,1,1,1,1,,,1,1,1
spill,wipe,,1,1,1,1,,,1,1,1
spill,drop,,1,1,1,1,,,1,1,1
spill,water,,1,1,1,1,,,1,1,1
spill,pour,,1,1,1,1,,,1,1,1
spill,milk,,1,1,1,1,,,1,1,1
spill,liquid,,1,1,1,1,,,1,1,1
spill,drip,,1,1,1,1,,,1,1,1
spill,oil,,1,1,1,1,,,1,1,1
spill,splash,,1,1,1,1,,,1,1,1
spit,ball,,1,1,?1,1,,,0,,1
spit,separate,,?1,1,-,,,,0,,0
spit,face,,1,1,1,1,,,1,1,1
spit,ground,,1,1,1,1,,,1,1,1
spit,bucket,,1,1,1,1,,,1,1,1
spit,boys,,1,1,1,1,,,1,1,1
spit,phlegm,,1,1,1,1,,,1,1,1
spit,spat,,1,1,1,1,,,1,1,1
spit,saliva,,1,1,1,1,,,1,1,1
spit,disgust,,1,1,1,1,,,1,1,1
spit,gum,,1,1,1,1,,,1,1,1
spit,mouth,,1,1,1,1,,,1,1,1
spit,up,,1,1,1,1,,,1,1,1
spit,gross,,1,1,1,1,,,1,1,1
spit,nasty,,1,1,1,1,,,1,1,1
spit,spew,,1,1,1,1,,,1,1,1
spit,water,,1,1,1,1,,,1,1,1
spit,tobacco,,1,1,1,1,,,1,1,1
spit,chew,,1,1,1,1,,,1,1,1
spit,sidewalk,,1,1,1,1,,,1,1,1
spit,swallow,,1,1,1,1,,"not spit, but split?",1,1,1
spit,slobber,,1,1,1,1,,,1,1,1
spit,dirty,,1,1,1,1,,,1,1,1
spray,shoot,,1,1,2,2,,,0,,0
spray,spit,,1,1,1,1,,,1,1,1
spray,squirt,,1,1,1,1,,,1,1,1
spray,roach,,1,1,1,1,,,1,1,1
spray,aerosol,,1,1,1,1,,,1,1,1
spray,mist,,1,1,1,1,,,1,1,1
spray,wet,,1,1,1,1,,,1,1,1
spray,hairspray,,1,1,1,1,,,1,1,1
spray,hair,,1,1,1,1,,,1,1,1
spray,bottle,,1,1,1,1,,,1,1,1
spray,ozone,,1,1,1,1,,,1,1,1
spray,spritz,,1,1,1,1,,,1,1,1
spray,can,,1,1,1,1,,,1,1,1
spray,stream,,1,1,1,1,,,1,1,1
spray,water,,1,1,1,1,,,1,1,1
spray,bug,,1,1,1,1,,,1,1,1
spray,wash,,1,1,1,1,,,1,1,1
spray,ocean,,1,1,1,1,,,1,1,1
spray,paint,,1,1,1,1,,,1,1,1
spray,gas,,1,1,1,1,,,1,1,1
squash,nasty,,?1,1,2,2,Could be either,,0,,0
squash,yuck,,1,1,2,2,,,0,,0
squash,food,,2,2,2,2,,,1,1,1
squash,zucchini,,2,2,2,2,,,1,1,1
squash,tomato,,2,2,2,2,,,1,1,1
squash,pumpkin,,2,2,2,2,,,1,1,1
squash,vegetable,,2,2,2,2,,,1,1,1
squash,orange,,2,2,2,2,,,1,1,1
squash,yellow,,2,2,2,2,,,1,1,1
squash,squish,,1,1,1,1,,,1,1,1
squash,game,,1,1,1,1,,,1,1,1
squash,smash,,1,1,1,1,,,1,1,1
squash,racquetball,,1,1,1,1,,,1,1,1
squash,flatten,,1,1,1,1,,,1,1,1
squash,crush,,1,1,1,1,,,1,1,1
squash,gross,,1,1,1,1,,,1,1,1
squash,bug,,1,1,1,1,,,1,1,1
squash,smoosh,,1,1,1,1,,,1,1,1
squash,mash,,1,1,1,1,,,1,1,1
squash,smush,,1,1,1,1,,,1,1,1
stable,barn,,2,2,2,2,,,1,1,1
stable,horse,,2,2,2,2,,,1,1,1
stable,condition,,1,1,1,1,,,1,1,1
stable,okay,,1,1,1,1,,,1,1,1
stable,sturdy,,1,1,1,1,,,1,1,1
stable,balanced,,1,1,1,1,,,1,1,1
stable,unstable,,1,1,1,1,,,1,1,1
stable,firm,,1,1,1,1,,,1,1,1
stable,steady,,1,1,1,1,,,1,1,1
stable,crazy,,1,1,1,1,,,1,1,1
stable,secure,,1,1,1,1,,,1,1,1
stable,comfortable,,1,1,1,1,,,1,1,1
stable,calm,,1,1,1,1,,,1,1,1
staff,infection,,?1,1,-,,neither,,0,,0
staff,nod,,?1,1,1,1,neither,,0,,1
staff,teachers,,1,1,1,1,,,1,1,1
staff,professor,,1,1,1,1,,,1,1,1
staff,stick,,1,1,1,1,,,1,1,1
staff,faculty,,1,1,1,1,,,1,1,1
staff,lounge,,1,1,1,1,,,1,1,1
staff,paid,,1,1,1,1,,,1,1,1
staff,workers,,1,1,1,1,,,1,1,1
staff,teach,,1,1,1,1,,,1,1,1
staff,parking,,1,1,1,1,,staph instead of staff?,1,1,1
staff,group,,1,1,1,1,,,1,1,1
staff,pool,,1,1,1,1,,,1,1,1
staff,rod,,1,1,1,1,,,1,1,1
staff,employees,,1,1,1,1,,,1,1,1
staff,work,,1,1,1,1,,,1,1,1
staff,meeting,,1,1,1,1,,,1,1,1
staff,help,,1,1,1,1,,,1,1,1
staff,school,,1,1,1,1,,,1,1,1
staff,people,,1,1,1,1,,,1,1,1
staff,person,,1,1,1,1,,,1,1,1
staff,cane,,1,1,1,1,,,1,1,1
staff,nurses,,1,1,1,1,,,1,1,1
stake,food,,?1,1,-,,"Perhaps confused with ""steak""",,0,,0
stake,steak,,?1,1,-,,Rhyme word,,0,,0
stake,meat,,?1,1,-,,Rhyme word,,0,,0
stake,claim,,1,1,2,2,,,0,,0
stake,drive,,1,1,2,2,,,0,,0
stake,bet,,2,2,2,2,,homonym? no association,1,1,1
stake,wood,,1,1,1,1,,,1,1,1
stake,out,,1,1,1,1,,,1,1,1
stake,vampire,,1,1,1,1,,,1,1,1
stake,ground,,1,1,1,1,,no association?,1,1,1
stake,horseshoes,,1,1,1,1,,,1,1,1
stake,tent,,1,1,1,1,,,1,1,1
stake,sharp,,1,1,1,1,,,1,1,1
stake,nail,,1,1,1,1,,,1,1,1
stake,heart,,1,1,1,1,,,1,1,1
stake,dracula,,1,1,1,1,,,1,1,1
stake,stick,,1,1,1,1,,no association?,1,1,1
stalk,stamp,,?2,2,?1,1,Neither,,0,,0
stalk,celery,,1,1,2,2,,a stalk (plant) on a stamp?,0,,0
stalk,jack,,1,1,2,2,,,0,,0
stalk,pounce,,2,2,2,2,,,1,1,1
stalk,watch,,2,2,2,2,,,1,1,1
stalk,sneak,,2,2,2,2,,,1,1,1
stalk,killer,,2,2,2,2,,,1,1,1
stalk,walk,,2,2,2,2,,,1,1,1
stalk,cat,,2,2,2,2,,,1,1,1
stalk,prey,,2,2,2,2,,,1,1,1
stalk,hunt,,2,2,2,2,,,1,1,1
stalk,kill,,2,2,2,2,,,1,1,1
stalk,murder,,2,2,2,2,,,1,1,1
stalk,knife,,2,2,2,2,,,1,1,1
stalk,prowl,,2,2,2,2,,,1,1,1
stalk,seek,,2,2,2,2,,,1,1,1
stalk,attack,,2,2,2,2,,,1,1,1
stalk,follow,,2,2,2,2,,,1,1,1
stalk,stem,,1,1,1,1,,,1,1,1
stalk,stick,,1,1,1,1,,not in def.,1,1,1
stalk,tree,,1,1,1,1,,,1,1,1
stalk,corn,,1,1,1,1,,,1,1,1
stalk,bean,,1,1,1,1,,,1,1,1
stalk,tall,,1,1,1,1,,,1,1,1
stalk,talk,,?2,2,-,,"Neither, rhyme word",,0,,0
stall,waste,,1,1,?1,1,,,0,,1
stall,stop,,2,2,1,1,,,0,,0
stall,die,,2,2,1,1,,,0,,0
stall,wait,,1,1,2,2,,,0,,0
stall,toilet,,1,1,2,2,,,0,,0
stall,slow,,2,2,2,2,,,1,1,1
stall,procrastinate,,2,2,2,2,,,1,1,1
stall,hesitate,,2,2,2,2,,,1,1,1
stall,hold,,2,2,2,2,,,1,1,1
stall,delay,,2,2,2,2,,,1,1,1
stall,car,,1,1,1,1,,,1,1,1
stall,engine,,1,1,1,1,,,1,1,1
stall,horse,,1,1,1,1,,,1,1,1
stall,bathroom,,1,1,1,1,,,1,1,1
staple,food,,2,2,2,2,,,1,1,1
staple,stapler,,1,1,1,1,,,1,1,1
staple,paper,,1,1,1,1,,,1,1,1
staple,metal,,1,1,1,1,,,1,1,1
staple,tack,,1,1,1,1,,,1,1,1
staple,fasten,,1,1,1,1,,,1,1,1
staple,paperclip,,1,1,1,1,,,1,1,1
staple,attach,,1,1,1,1,,,1,1,1
staple,gun,,1,1,1,1,,,1,1,1
staple,together,,1,1,1,1,,,1,1,1
staple,connect,,1,1,1,1,,,1,1,1
steep,tea,,2,2,2,2,,,1,1,1
steep,soak,,2,2,2,2,,,1,1,1
steep,climb,,1,1,1,1,,,1,1,1
steep,tall,,1,1,1,1,,,1,1,1
steep,high,,1,1,1,1,,,1,1,1
steep,incline,,1,1,1,1,,,1,1,1
steep,deep,,1,1,1,1,,,1,1,1
steep,stairs,,1,1,1,1,,,1,1,1
steep,fall,,1,1,1,1,,,1,1,1
steep,hill,,1,1,1,1,,,1,1,1
steep,mountain,,1,1,1,1,,,1,1,1
steep,low,,1,1,1,1,,,1,1,1
steep,cliff,,1,1,1,1,,,1,1,1
steep,slope,,1,1,1,1,,,1,1,1
steer,cow,,2,2,2,2,,,1,1,1
steer,deer,,2,2,2,2,,,1,1,1
steer,herd,,2,2,2,2,,,1,1,1
steer,bull,,2,2,2,2,,,1,1,1
steer,animal,,2,2,2,2,,,1,1,1
steer,horse,,2,2,2,2,,,1,1,1
steer,cattle,,2,2,2,2,,,1,1,1
steer,drive,,1,1,1,1,,,1,1,1
steer,guide,,1,1,1,1,,,1,1,1
steer,control,,1,1,1,1,,,1,1,1
steer,wheel,,1,1,1,1,,,1,1,1
steer,car,,1,1,1,1,,,1,1,1
steer,veer,,1,1,1,1,,,1,1,1
steer,move,,1,1,1,1,,,1,1,1
steer,direct,,1,1,1,1,,,1,1,1
stem,pot,,1,1,?1,1,could also be 2,,0,,1
stem,rose,,1,1,1,1,,,1,1,1
stem,plant,,1,1,1,1,,,1,1,1
stem,branch,,1,1,1,1,,,1,1,1
stem,flower,,1,1,1,1,,,1,1,1
stem,root,,1,1,1,1,,,1,1,1
stem,stalk,,1,1,1,1,,,1,1,1
stem,leaf,,1,1,1,1,,,1,1,1
stem,tree,,1,1,1,1,,,1,1,1
stern,ship,,2,2,2,2,,,1,1,1
stern,bow,,2,2,2,2,,,1,1,1
stern,boat,,2,2,2,2,,,1,1,1
stern,strong,,1,1,1,1,,,1,1,1
stern,harsh,,1,1,1,1,,,1,1,1
stern,mad,,1,1,1,1,,,1,1,1
stern,firm,,1,1,1,1,,,1,1,1
stern,rigid,,1,1,1,1,,,1,1,1
stern,rough,,1,1,1,1,,,1,1,1
stern,sturdy,,1,1,1,1,,,1,1,1
stern,teacher,,1,1,1,1,,,1,1,1
stern,serious,,1,1,1,1,,,1,1,1
stern,hard,,1,1,1,1,,,1,1,1
stern,mean,,1,1,1,1,,,1,1,1
stern,strict,,1,1,1,1,,,1,1,1
stick,hold,,1,1,2,2,,,0,,0
stick,tape,,2,2,2,2,,,1,1,1
stick,stay,,2,2,2,2,,,1,1,1
stick,stuck,,2,2,2,2,,,1,1,1
stick,glue,,2,2,2,2,,,1,1,1
stick,pin,,2,2,2,2,,,1,1,1
stick,adhere,,2,2,2,2,,,1,1,1
stick,jab,,2,2,2,2,,,1,1,1
stick,up,,2,2,2,2,,,1,1,1
stick,poke,,2,2,2,2,,,1,1,1
stick,prick,,2,2,2,2,,,1,1,1
stick,hit,,2,2,2,2,,,1,1,1
stick,branch,,1,1,1,1,,,1,1,1
stick,limb,,1,1,1,1,,,1,1,1
stick,ball,,1,1,1,1,,,1,1,1
stick,log,,1,1,1,1,,,1,1,1
stick,tree,,1,1,1,1,,,1,1,1
stick,twig,,1,1,1,1,,,1,1,1
stick,stone,,1,1,1,1,,,1,1,1
stick,dog,,1,1,1,1,,,1,1,1
stick,wood,,1,1,1,1,,,1,1,1
stick,mud,,1,1,1,1,,,1,1,1
stick,candy,,1,1,1,1,,,1,1,1
stick,gum,,1,1,1,1,,,1,1,1
stir,turn,,1,1,1,1,,,1,1,1
stir,drink,,1,1,1,1,,,1,1,1
stir,sauce,,1,1,1,1,,,1,1,1
stir,rod,,1,1,1,1,,,1,1,1
stir,soup,,1,1,1,1,,,1,1,1
stir,coffee,,1,1,1,1,,,1,1,1
stir,mix,,1,1,1,1,,,1,1,1
stir,blend,,1,1,1,1,,,1,1,1
stir,cake,,1,1,1,1,,,1,1,1
stir,shake,,1,1,1,1,,,1,1,1
stir,up,,1,1,1,1,,,1,1,1
stir,food,,1,1,1,1,,,1,1,1
stir,spoon,,1,1,1,1,,,1,1,1
stir,fry,,1,1,1,1,,,1,1,1
stove,pipe,,1,1,1,1,,,1,1,1
stove,kitchen,,1,1,1,1,,,1,1,1
stove,hot,,1,1,1,1,,,1,1,1
stove,cook,,1,1,1,1,,,1,1,1
stove,burner,,1,1,1,1,,,1,1,1
stove,warm,,1,1,1,1,,,1,1,1
stove,range,,1,1,1,1,,,1,1,1
stove,heat,,1,1,1,1,,,1,1,1
stove,cooking,,1,1,1,1,,,1,1,1
stove,top,,1,1,1,1,,,1,1,1
stove,oven,,1,1,1,1,,,1,1,1
strain,pain,,1,1,1,1,,,1,1,1
strain,spaghetti,,1,1,1,1,,,1,1,1
strain,drain,,1,1,1,1,,,1,1,1
strain,peas,,1,1,1,1,,,1,1,1
strain,hurt,,1,1,1,1,,,1,1,1
strain,exercise,,1,1,1,1,,,1,1,1
strain,neck,,1,1,1,1,,,1,1,1
strain,back,,1,1,1,1,,,1,1,1
strain,pressure,,1,1,1,1,,,1,1,1
strain,struggle,,1,1,1,1,,,1,1,1
strain,muscle,,1,1,1,1,,,1,1,1
strain,ankle,,1,1,1,1,,,1,1,1
strain,hard,,1,1,1,1,,,1,1,1
strain,pull,,1,1,1,1,,,1,1,1
strain,sprain,,1,1,1,1,,,1,1,1
strain,stress,,1,1,1,1,,,1,1,1
strain,lift,,1,1,1,1,,,1,1,1
strain,clog,,1,1,1,1,,,1,1,1
strain,release,,1,1,1,1,,,1,1,1
strain,easy,,1,1,1,1,,,1,1,1
strain,headache,,1,1,1,1,,,1,1,1
strain,work,,1,1,1,1,,,1,1,1
strain,constipation,,1,1,1,1,,,1,1,1
strain,eyes,,1,1,1,1,,,1,1,1
strain,wear,,1,1,1,1,,,1,1,1
strain,exert,,1,1,1,1,,,1,1,1
strand,pearls,,1,1,2,2,,,0,,0
strand,string,,2,2,2,2,,,1,1,1
strand,rope,,2,2,2,2,,,1,1,1
strand,thread,,2,2,2,2,,,1,1,1
strand,hair,,2,2,2,2,,,1,1,1
strand,piece,,2,2,2,2,,,1,1,1
strand,small,,2,2,2,2,,,1,1,1
strand,one,,2,2,2,2,,,1,1,1
strand,leave,,1,1,1,1,,,1,1,1
strand,lost,,1,1,1,1,,,1,1,1
strand,island,,1,1,1,1,,,1,1,1
strand,stuck,,1,1,1,1,,,1,1,1
strand,alone,,1,1,1,1,,,1,1,1
strip,tease,,1,1,?1,1,,,0,,1
strip,paint,,2,2,1,1,,,0,,0
strip,search,,2,2,1,1,,,0,,0
strip,wallpaper,,2,2,1,1,,,0,,0
strip,mall,,2,2,1,1,,,0,,0
strip,piece,,2,2,1,1,,,0,,0
strip,bacon,,2,2,2,2,,,1,1,1
strip,paper,,2,2,2,2,,,1,1,1
strip,steak,,2,2,2,2,,,1,1,1
strip,tape,,2,2,2,2,,,1,1,1
strip,disrobe,,1,1,1,1,,,1,1,1
strip,poker,,1,1,1,1,,,1,1,1
strip,girls,,1,1,1,1,,,1,1,1
strip,clothing,,1,1,1,1,,,1,1,1
strip,naked,,1,1,1,1,,,1,1,1
strip,bar,,1,1,1,1,,,1,1,1
strip,take,,1,1,1,1,,,1,1,1
strip,nude,,1,1,1,1,,,1,1,1
strip,clean,,1,1,1,1,,,1,1,1
strip,remove,,1,1,1,1,,,1,1,1
strip,bare,,1,1,1,1,,,1,1,1
strip,undress,,1,1,1,1,,,1,1,1
strip,take,off,1,1,1,1,,,1,1,1
strip,unclothe,,1,1,1,1,,,1,1,1
strip,club,,1,1,1,1,,,1,1,1
strip,joint,,1,1,1,1,,,1,1,1
stripe,movie,,?1,1,-,,Neither,,0,,0
